arm,unit,design,base,seed_index,n_mutations,stored_ipsae_min,ipsae_full,ipsae_no_mut,ipsae_interface
negsteer+constraints,design_26_seq_1,initial_s1,initial,1.0,0,0.843,0.843,0.843,0.2641
negsteer+constraints,design_26_seq_1,initial_s2,initial,2.0,0,0.8242,0.8242,0.8242,0.2604
negsteer+constraints,design_29_seq_0,initial,initial,0.0,0,0.4754,0.4754,0.4754,0.0432
negsteer+constraints,design_29_seq_0,initial_s2,initial,2.0,0,0.4731,0.4731,0.4731,0.0395
negsteer+constraints,design_29_seq_0,initial_s1,initial,1.0,0,0.5884,0.5884,0.5884,0.0684
negsteer+constraints,design_29_seq_1,initial,initial,,0,0.6044,0.6044,0.6044,0.047
negsteer+constraints,design_29_seq_1,design_02_s2,design_02,2.0,3,0.5734,0.5734,0.5601,0.0549
negsteer+constraints,design_29_seq_1,design_01_s0,design_01,0.0,3,0.7873,0.7873,0.7802,0.1679
negsteer+constraints,design_29_seq_1,design_02_s1,design_02,1.0,3,0.4702,0.4702,0.4568,0.0337
negsteer+constraints,design_29_seq_1,design_01_s1,design_01,1.0,3,0.7655,0.7655,0.7577,0.1468
negsteer+constraints,design_29_seq_1,design_01_s2,design_01,2.0,3,0.8003,0.8003,0.7936,0.1772
negsteer+constraints,design_29_seq_1,design_02_s0,design_02,0.0,3,0.7063,0.7063,0.7063,0.0894
negsteer+constraints,design_29_seq_1,design_00_s1,design_00,1.0,3,0.6798,0.6798,0.6798,0.0906
negsteer+constraints,design_29_seq_1,design_00_s2,design_00,2.0,3,0.7374,0.7374,0.7323,0.097
negsteer+constraints,design_29_seq_1,design_00_s0,design_00,0.0,3,0.6623,0.6623,0.6623,0.0886
negsteer+constraints,design_2_seq_0,initial,initial,0.0,0,0.8086,0.8086,0.8086,0.2497
negsteer+constraints,design_2_seq_0,initial_s2,initial,2.0,0,0.8261,0.8261,0.8261,0.2833
negsteer+constraints,design_2_seq_0,initial_s1,initial,1.0,0,0.7783,0.7783,0.7783,0.2031
negsteer+constraints,design_31_seq_0,initial,initial,0.0,0,0.5528,0.5528,0.5528,0.0528
negsteer+constraints,design_31_seq_0,initial_s2,initial,2.0,0,0.4427,0.4427,0.4427,0.0294
negsteer+constraints,design_31_seq_0,initial_s1,initial,1.0,0,0.4673,0.4673,0.4673,0.0354
negsteer+constraints,design_31_seq_1,initial,initial,,0,0.1254,0.1254,0.1254,0.0065
negsteer+constraints,design_31_seq_1,design_02_s2,design_02,2.0,3,0.0708,0.0708,0.064,0.0048
negsteer+constraints,design_31_seq_1,design_00_s2,design_00,2.0,3,0.4511,0.4511,0.4377,0.0334
negsteer+constraints,design_31_seq_1,design_00_s1,design_00,1.0,3,0.1611,0.1611,0.1611,0.0089
negsteer+constraints,design_31_seq_1,design_02_s0,design_02,0.0,3,0.0525,0.0525,0.0455,0.0041
negsteer+constraints,design_31_seq_1,design_02_s1,design_02,1.0,3,0.142,0.142,0.1349,0.0054
negsteer+constraints,design_31_seq_1,design_00_s0,design_00,0.0,3,0.292,0.292,0.292,0.0171
negsteer+constraints,design_31_seq_1,design_01_s0,design_01,0.0,3,0.5098,0.5098,0.4949,0.0365
negsteer+constraints,design_31_seq_1,design_01_s1,design_01,1.0,3,0.3819,0.3819,0.3819,0.0176
negsteer+constraints,design_31_seq_1,design_01_s2,design_01,2.0,3,0.6579,0.6579,0.6464,0.0583
negsteer+constraints,design_34_seq_0,initial,initial,,0,0.57,0.57,0.57,0.0448
negsteer+constraints,design_34_seq_0,design_01_s1,design_01,1.0,3,0.7863,0.7863,0.7813,0.1885
negsteer+constraints,design_34_seq_0,design_00_s2,design_00,2.0,3,0.7989,0.7989,0.7989,0.2166
negsteer+constraints,design_34_seq_0,design_00_s0,design_00,0.0,3,0.8651,0.8651,0.8623,0.2782
negsteer+constraints,design_34_seq_0,design_00_s1,design_00,1.0,3,0.835,0.835,0.835,0.2376
negsteer+constraints,design_34_seq_0,design_01_s2,design_01,2.0,3,0.7108,0.7108,0.7032,0.1314
negsteer+constraints,design_34_seq_0,design_01_s0,design_01,0.0,3,0.8183,0.8183,0.8135,0.2142
negsteer+constraints,design_34_seq_0,design_02_s1,design_02,1.0,3,0.463,0.463,0.4476,0.0238
negsteer+constraints,design_34_seq_0,design_02_s0,design_02,0.0,3,0.4587,0.4587,0.4426,0.0223
negsteer+constraints,design_34_seq_0,design_02_s2,design_02,2.0,3,0.422,0.422,0.422,0.0185
negsteer+constraints,design_35_seq_0,initial,initial,0.0,0,0.7275,0.7275,0.7275,0.1354
negsteer+constraints,design_35_seq_0,initial_s2,initial,2.0,0,0.7588,0.7588,0.7588,0.1519
negsteer+constraints,design_35_seq_0,initial_s1,initial,1.0,0,0.7183,0.7183,0.7183,0.1211
negsteer+constraints,design_38_seq_0,initial,initial,,0,0.7786,0.7786,0.7786,0.1576
negsteer+constraints,design_38_seq_0,design_01_s0,design_01,0.0,3,0.6746,0.6746,0.668,0.0885
negsteer+constraints,design_38_seq_0,design_01_s1,design_01,1.0,3,0.6253,0.6253,0.6181,0.0693
negsteer+constraints,design_38_seq_0,design_02_s1,design_02,1.0,3,0.2989,0.2989,0.29,0.0211
negsteer+constraints,design_38_seq_0,design_00_s1,design_00,1.0,3,0.7297,0.7297,0.7224,0.1566
negsteer+constraints,design_38_seq_0,design_02_s0,design_02,0.0,3,0.3941,0.3941,0.3849,0.035
negsteer+constraints,design_38_seq_0,design_00_s0,design_00,0.0,3,0.5686,0.5686,0.5609,0.089
negsteer+constraints,design_38_seq_0,design_00_s2,design_00,2.0,3,0.7871,0.7871,0.781,0.209
negsteer+constraints,design_38_seq_0,design_02_s2,design_02,2.0,3,0.6212,0.6212,0.6121,0.0796
negsteer+constraints,design_38_seq_0,design_01_s2,design_01,2.0,3,0.6277,0.6277,0.6277,0.075
negsteer+constraints,design_39_seq_0,initial,initial,0.0,0,0.8814,0.8814,0.8814,0.3033
negsteer+constraints,design_39_seq_0,initial_s1,initial,1.0,0,0.8693,0.8693,0.8693,0.2791
negsteer+constraints,design_39_seq_0,initial_s2,initial,2.0,0,0.8746,0.8746,0.8746,0.2978
negsteer+constraints,design_39_seq_1,initial,initial,0.0,0,0.8976,0.8976,0.8976,0.3452
negsteer+constraints,design_39_seq_1,initial_s2,initial,2.0,0,0.9063,0.9063,0.9063,0.3629
negsteer+constraints,design_39_seq_1,initial_s1,initial,1.0,0,0.8858,0.8858,0.8858,0.3225
negsteer+constraints,design_40_seq_0,initial,initial,0.0,0,0.8862,0.8862,0.8862,0.3073
negsteer+constraints,design_40_seq_0,initial_s1,initial,1.0,0,0.8746,0.8746,0.8746,0.289
negsteer+constraints,design_40_seq_0,initial_s2,initial,2.0,0,0.878,0.878,0.878,0.2949
negsteer+constraints,design_40_seq_1,initial,initial,0.0,0,0.8705,0.8705,0.8705,0.2814
negsteer+constraints,design_40_seq_1,initial_s2,initial,2.0,0,0.8682,0.8682,0.8682,0.2755
negsteer+constraints,design_40_seq_1,initial_s1,initial,1.0,0,0.8759,0.8759,0.8759,0.2925
negsteer+constraints,design_42_seq_0,initial,initial,0.0,0,0.8405,0.8405,0.8405,0.2664
negsteer+constraints,design_42_seq_0,initial_s2,initial,2.0,0,0.8756,0.8756,0.8756,0.3115
negsteer+constraints,design_42_seq_0,initial_s1,initial,1.0,0,0.8717,0.8717,0.8717,0.3101
negsteer+constraints,design_42_seq_1,initial,initial,0.0,0,0.2118,0.2118,0.2118,0.0109
negsteer+constraints,design_42_seq_1,initial_s1,initial,1.0,0,0.2873,0.2873,0.2873,0.0158
negsteer+constraints,design_42_seq_1,initial_s2,initial,2.0,0,0.2345,0.2345,0.2345,0.0124
negsteer+constraints,design_43_seq_0,initial,initial,0.0,0,0.1344,0.1344,0.1344,0.0078
negsteer+constraints,design_43_seq_0,initial_s1,initial,1.0,0,0.322,0.322,0.322,0.0224
negsteer+constraints,design_43_seq_0,initial_s2,initial,2.0,0,0.1358,0.1358,0.1358,0.0087
negsteer+constraints,design_43_seq_1,initial,initial,0.0,0,0.684,0.684,0.684,0.1025
negsteer+constraints,design_43_seq_1,initial_s1,initial,1.0,0,0.291,0.291,0.291,0.0192
negsteer+constraints,design_43_seq_1,initial_s2,initial,2.0,0,0.1126,0.1126,0.1126,0.0062
negsteer+constraints,design_45_seq_1,initial,initial,0.0,0,0.8165,0.8165,0.8165,0.2202
negsteer+constraints,design_45_seq_1,initial_s2,initial,2.0,0,0.7229,0.7229,0.7229,0.152
negsteer+constraints,design_45_seq_1,initial_s1,initial,1.0,0,0.7781,0.7781,0.7781,0.1897
negsteer+constraints,design_47_seq_0,initial,initial,0.0,0,0.8848,0.8848,0.8848,0.2906
negsteer+constraints,design_47_seq_0,initial_s2,initial,2.0,0,0.8673,0.8673,0.8673,0.2559
negsteer+constraints,design_47_seq_0,initial_s1,initial,1.0,0,0.87,0.87,0.87,0.2676
negsteer+constraints,design_47_seq_1,initial,initial,0.0,0,0.7645,0.7645,0.7645,0.1314
negsteer+constraints,design_47_seq_1,initial_s1,initial,1.0,0,0.757,0.757,0.757,0.1279
negsteer+constraints,design_47_seq_1,initial_s2,initial,2.0,0,0.7438,0.7438,0.7438,0.1165
negsteer+constraints,design_49_seq_0,initial,initial,0.0,0,0.8815,0.8815,0.8815,0.3055
negsteer+constraints,design_49_seq_0,initial_s2,initial,2.0,0,0.8879,0.8879,0.8879,0.3166
negsteer+constraints,design_49_seq_0,initial_s1,initial,1.0,0,0.8835,0.8835,0.8835,0.3104
negsteer+constraints,design_49_seq_1,initial,initial,0.0,0,0.8807,0.8807,0.8807,0.285
negsteer+constraints,design_49_seq_1,initial_s2,initial,2.0,0,0.8873,0.8873,0.8873,0.3011
negsteer+constraints,design_49_seq_1,initial_s1,initial,1.0,0,0.8729,0.8729,0.8729,0.2704
negsteer+constraints,design_51_seq_0,initial,initial,0.0,0,0.7129,0.7129,0.7129,0.1209
negsteer+constraints,design_51_seq_0,initial_s2,initial,2.0,0,0.5499,0.5499,0.5499,0.0551
negsteer+constraints,design_51_seq_0,initial_s1,initial,1.0,0,0.7601,0.7601,0.7601,0.1609
negsteer+constraints,design_51_seq_1,initial,initial,0.0,0,0.2391,0.2391,0.2391,0.0121
negsteer+constraints,design_51_seq_1,initial_s1,initial,1.0,0,0.2202,0.2202,0.2202,0.0109
negsteer+constraints,design_51_seq_1,initial_s2,initial,2.0,0,0.1685,0.1685,0.1685,0.0084
negsteer+constraints,design_52_seq_1,initial,initial,,0,0.4715,0.4715,0.4715,0.0452
negsteer+constraints,design_52_seq_1,design_00_s0,design_00,0.0,3,0.389,0.389,0.3789,0.0284
negsteer+constraints,design_52_seq_1,design_02_s0,design_02,0.0,3,0.5385,0.5385,0.5251,0.0516
negsteer+constraints,design_52_seq_1,design_00_s1,design_00,1.0,3,0.6062,0.6062,0.5972,0.0708
negsteer+constraints,design_52_seq_1,design_02_s1,design_02,1.0,3,0.3426,0.3426,0.3426,0.0269
negsteer+constraints,design_52_seq_1,design_02_s2,design_02,2.0,3,0.1851,0.1851,0.1769,0.0095
negsteer+constraints,design_52_seq_1,design_01_s1,design_01,1.0,3,0.7692,0.7692,0.7634,0.1713
negsteer+constraints,design_52_seq_1,design_01_s0,design_01,0.0,3,0.7145,0.7145,0.703,0.1446
negsteer+constraints,design_52_seq_1,design_01_s2,design_01,2.0,3,0.6906,0.6906,0.6906,0.1457
negsteer+constraints,design_52_seq_1,design_00_s2,design_00,2.0,3,0.6831,0.6831,0.6733,0.0975
negsteer+constraints,design_57_seq_0,initial,initial,,0,0.2145,0.2145,0.2145,0.01
negsteer+constraints,design_57_seq_0,design_01_s1,design_01,1.0,3,0.5347,0.5347,0.5249,0.0532
negsteer+constraints,design_57_seq_0,design_02_s0,design_02,0.0,3,0.6088,0.6088,0.5963,0.0644
negsteer+constraints,design_57_seq_0,design_01_s2,design_01,2.0,3,0.5051,0.5051,0.4953,0.0484
negsteer+constraints,design_57_seq_0,design_01_s0,design_01,0.0,3,0.4653,0.4653,0.4554,0.0395
negsteer+constraints,design_57_seq_0,design_00_s1,design_00,1.0,3,0.7995,0.7995,0.7995,0.2181
negsteer+constraints,design_57_seq_0,design_00_s2,design_00,2.0,3,0.827,0.827,0.8192,0.226
negsteer+constraints,design_57_seq_0,design_00_s0,design_00,0.0,3,0.7832,0.7832,0.7832,0.199
negsteer+constraints,design_57_seq_0,design_02_s1,design_02,1.0,3,0.5212,0.5212,0.5212,0.0541
negsteer+constraints,design_57_seq_0,design_02_s2,design_02,2.0,3,0.2584,0.2584,0.2483,0.0132
negsteer+constraints,design_59_seq_1,initial,initial,0.0,0,0.8155,0.8155,0.8155,0.2384
negsteer+constraints,design_59_seq_1,initial_s1,initial,1.0,0,0.8709,0.8709,0.8709,0.3165
negsteer+constraints,design_59_seq_1,initial_s2,initial,2.0,0,0.8152,0.8152,0.8152,0.2357
negsteer+constraints,design_5_seq_0,initial,initial,0.0,0,0.8261,0.8261,0.8261,0.2399
negsteer+constraints,design_5_seq_0,initial_s2,initial,2.0,0,0.7993,0.7993,0.7993,0.223
negsteer+constraints,design_5_seq_0,initial_s1,initial,1.0,0,0.8103,0.8103,0.8103,0.2244
negsteer+constraints,design_5_seq_1,initial,initial,0.0,0,0.8794,0.8794,0.8794,0.3062
negsteer+constraints,design_5_seq_1,initial_s2,initial,2.0,0,0.869,0.869,0.869,0.2782
negsteer+constraints,design_5_seq_1,initial_s1,initial,1.0,0,0.856,0.856,0.856,0.2605
negsteer+constraints,design_6_seq_0,initial,initial,0.0,0,0.8853,0.8853,0.8853,0.3099
negsteer+constraints,design_6_seq_0,initial_s1,initial,1.0,0,0.8516,0.8516,0.8516,0.2657
negsteer+constraints,design_6_seq_0,initial_s2,initial,2.0,0,0.8686,0.8686,0.8686,0.2904
negsteer+constraints,design_6_seq_1,initial,initial,0.0,0,0.8619,0.8619,0.8619,0.2743
negsteer+constraints,design_6_seq_1,initial_s1,initial,1.0,0,0.8882,0.8882,0.8882,0.3124
negsteer+constraints,design_6_seq_1,initial_s2,initial,2.0,0,0.8701,0.8701,0.8701,0.2852
negsteer+constraints,design_8_seq_0,initial,initial,,0,0.812,0.812,0.812,0.1339
negsteer+constraints,design_8_seq_0,design_00_s0,design_00,0.0,3,0.8264,0.8264,0.8185,0.2379
negsteer+constraints,design_8_seq_0,design_00_s2,design_00,2.0,3,0.8161,0.8161,0.8078,0.2271
negsteer+constraints,design_8_seq_0,design_00_s1,design_00,1.0,3,0.7943,0.7943,0.7943,0.2017
negsteer+constraints,design_8_seq_0,design_02_s0,design_02,0.0,3,0.6135,0.6135,0.5998,0.0861
negsteer+constraints,design_8_seq_0,design_02_s2,design_02,2.0,3,0.6448,0.6448,0.631,0.1048
negsteer+constraints,design_8_seq_0,design_02_s1,design_02,1.0,3,0.589,0.589,0.5755,0.0743
negsteer+constraints,design_8_seq_0,design_01_s1,design_01,1.0,3,0.5181,0.5181,0.5099,0.0692
negsteer+constraints,design_8_seq_0,design_01_s0,design_01,0.0,3,0.6919,0.6919,0.6858,0.128
negsteer+constraints,design_8_seq_0,design_01_s2,design_01,2.0,3,0.4329,0.4329,0.4258,0.0525
